t,f,m,y,InputActivityRatio,l,YearSplit,r,RateOfActivity,UseByTechnology
PWRWND,WND,1,2033,1.0,S21,0.17,RE1,51.261,8.7144
PWRWND,WND,1,2034,1.0,S21,0.17,RE1,52.761,8.9694
PWRWND,WND,1,2035,1.0,S21,0.17,RE1,54.761,9.3094
LNDBLT,LND,1,2020,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2021,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2022,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2023,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2024,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2025,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2026,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2027,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2028,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2029,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2030,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2031,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2032,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2033,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2034,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2035,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2020,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2021,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2022,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2023,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2024,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2025,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2026,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2027,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2028,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2029,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2030,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2031,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2032,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2033,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2034,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2035,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2020,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2021,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2022,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2023,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2024,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2025,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2026,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2027,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2028,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2029,1.0,S22,0.17,RE1,864.7059,147.0
LNDFOR,LND,1,2030,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2031,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2032,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2033,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2034,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2035,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2020,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2021,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2022,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2023,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2024,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2025,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2026,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2027,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2028,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2029,1.2,S22,0.17,RE1,864.7059,176.4
LNDFOR,WTRPRC,1,2030,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2031,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2032,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2033,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2034,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2035,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2020,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2021,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2022,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2023,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2024,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2025,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2026,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2027,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2028,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2029,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2030,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2031,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2032,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2033,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2034,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2035,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2020,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2021,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2022,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2023,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2024,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2025,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2026,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2027,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2028,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2029,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2030,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2031,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2032,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2033,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2034,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2035,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2020,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2021,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2022,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2023,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2024,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2025,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2026,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2027,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2028,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2029,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2030,1.0,S22,0.17,RE1,376.4706,64.0
LNDMAIHR,LND,1,2031,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2032,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2033,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2034,1.0,S22,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2035,1.0,S22,0.17,RE1,425.7353,72.375
LNDMAIHR,WTRPRC,1,2020,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2021,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2022,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2023,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2024,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2025,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2026,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2027,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2028,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2029,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2030,1.2,S22,0.17,RE1,376.4706,76.8
LNDMAIHR,WTRPRC,1,2031,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2032,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2033,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2034,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2035,1.2,S22,0.17,RE1,425.7353,86.85
LNDRICHI,LND,1,2020,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2021,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2022,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2023,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2024,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2025,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2026,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2027,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2028,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2029,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2030,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2031,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2032,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2033,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2034,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2035,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2020,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2021,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2022,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2023,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2024,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2025,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2026,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2027,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2028,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2029,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2030,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2031,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2032,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2033,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2034,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2035,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2020,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2021,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2022,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2023,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2024,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2025,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2026,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2027,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2028,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2029,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2030,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2031,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2032,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2033,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2034,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2035,1.0,S22,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2020,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2021,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2022,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2023,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2024,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2025,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2026,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2027,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2028,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2029,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2030,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2031,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2032,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2033,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2034,1.2,S22,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2035,1.2,S22,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2020,1.0,S22,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2021,1.0,S22,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2022,1.0,S22,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2023,1.0,S22,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2024,1.0,S22,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2025,1.0,S22,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2026,1.0,S22,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2027,1.0,S22,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2028,1.0,S22,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2029,1.0,S22,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2030,1.0,S22,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2031,1.0,S22,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2032,1.0,S22,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2033,1.0,S22,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2034,1.0,S22,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2035,1.0,S22,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2020,1.2,S22,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2021,1.2,S22,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2022,1.2,S22,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2023,1.2,S22,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2024,1.2,S22,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2025,1.2,S22,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2026,1.2,S22,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2027,1.2,S22,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2028,1.2,S22,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2029,1.2,S22,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2030,1.2,S22,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2031,1.2,S22,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2032,1.2,S22,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2033,1.2,S22,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2034,1.2,S22,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2035,1.2,S22,0.17,RE1,0.0,0.0
PWRCOA,COA,1,2020,3.0,S22,0.17,RE1,126.144,64.3334
PWRCOA,COA,1,2021,3.0,S22,0.17,RE1,126.144,64.3334
PWRCOA,COA,1,2022,3.0,S22,0.17,RE1,126.144,64.3334
PWRCOA,COA,1,2023,3.0,S22,0.17,RE1,126.144,64.3334
PWRCOA,COA,1,2024,3.0,S22,0.17,RE1,126.144,64.3334
PWRCOA,COA,1,2025,3.0,S22,0.17,RE1,126.144,64.3334
PWRCOA,COA,1,2026,3.0,S22,0.17,RE1,126.144,64.3334
PWRCOA,COA,1,2027,3.0,S22,0.17,RE1,126.144,64.3334
PWRCOA,COA,1,2028,3.0,S22,0.17,RE1,126.144,64.3334
PWRCOA,COA,1,2029,3.0,S22,0.17,RE1,126.144,64.3334
PWRCOA,COA,1,2030,3.0,S22,0.17,RE1,63.072,32.1667
PWRCOA,COA,1,2031,3.0,S22,0.17,RE1,63.072,32.1667
PWRCOA,COA,1,2032,3.0,S22,0.17,RE1,63.072,32.1667
PWRCOA,COA,1,2033,3.0,S22,0.17,RE1,63.072,32.1667
PWRCOA,COA,1,2034,3.0,S22,0.17,RE1,63.072,32.1667
PWRCOA,COA,1,2035,3.0,S22,0.17,RE1,63.072,32.1667
PWRGAS,GAS,1,2020,2.0,S22,0.17,RE1,120.3919,40.9332
PWRGAS,GAS,1,2021,2.0,S22,0.17,RE1,128.5448,43.7052
PWRGAS,GAS,1,2022,2.0,S22,0.17,RE1,133.9801,45.5532
PWRGAS,GAS,1,2023,2.0,S22,0.17,RE1,142.1331,48.3253
PWRGAS,GAS,1,2024,2.0,S22,0.17,RE1,147.5684,50.1733
PWRGAS,GAS,1,2025,2.0,S22,0.17,RE1,147.8373,50.2647
PWRGAS,GAS,1,2026,2.0,S22,0.17,RE1,155.9903,53.0367
PWRGAS,GAS,1,2027,2.0,S22,0.17,RE1,157.68,53.6112
PWRGAS,GAS,1,2028,2.0,S22,0.17,RE1,157.68,53.6112
PWRGAS,GAS,1,2029,2.0,S22,0.17,RE1,157.68,53.6112
PWRGAS,GAS,1,2030,2.0,S22,0.17,RE1,203.8216,69.2993
PWRGAS,GAS,1,2031,2.0,S22,0.17,RE1,211.9746,72.0714
PWRGAS,GAS,1,2032,2.0,S22,0.17,RE1,218.3275,74.2314
PWRGAS,GAS,1,2033,2.0,S22,0.17,RE1,226.7981,77.1114
PWRGAS,GAS,1,2034,2.0,S22,0.17,RE1,233.151,79.2713
PWRGAS,GAS,1,2035,2.0,S22,0.17,RE1,241.6216,82.1513
PWRHYD,HYD,1,2020,1.0,S22,0.17,RE1,15.768,2.6806
PWRHYD,HYD,1,2021,1.0,S22,0.17,RE1,15.768,2.6806
PWRHYD,HYD,1,2022,1.0,S22,0.17,RE1,15.768,2.6806
PWRHYD,HYD,1,2023,1.0,S22,0.17,RE1,15.768,2.6806
PWRHYD,HYD,1,2024,1.0,S22,0.17,RE1,15.768,2.6806
PWRHYD,HYD,1,2025,1.0,S22,0.17,RE1,23.652,4.0208
PWRHYD,HYD,1,2026,1.0,S22,0.17,RE1,23.652,4.0208
PWRHYD,HYD,1,2027,1.0,S22,0.17,RE1,23.652,4.0208
PWRHYD,HYD,1,2028,1.0,S22,0.17,RE1,23.652,4.0208
PWRHYD,HYD,1,2029,1.0,S22,0.17,RE1,23.652,4.0208
PWRHYD,HYD,1,2030,1.0,S22,0.17,RE1,23.652,4.0208
PWRHYD,HYD,1,2031,1.0,S22,0.17,RE1,23.652,4.0208
PWRHYD,HYD,1,2032,1.0,S22,0.17,RE1,23.652,4.0208
PWRHYD,HYD,1,2033,1.0,S22,0.17,RE1,23.652,4.0208
PWRHYD,HYD,1,2034,1.0,S22,0.17,RE1,23.652,4.0208
PWRHYD,HYD,1,2035,1.0,S22,0.17,RE1,23.652,4.0208
PWRSOL,SOL,1,2020,1.0,S22,0.17,RE1,0.0,0.0
PWRSOL,SOL,1,2021,1.0,S22,0.17,RE1,0.0,0.0
PWRSOL,SOL,1,2022,1.0,S22,0.17,RE1,0.0,0.0
PWRSOL,SOL,1,2023,1.0,S22,0.17,RE1,0.0,0.0
PWRSOL,SOL,1,2024,1.0,S22,0.17,RE1,0.0,0.0
PWRSOL,SOL,1,2025,1.0,S22,0.17,RE1,0.0,0.0
PWRSOL,SOL,1,2026,1.0,S22,0.17,RE1,0.0,0.0
PWRSOL,SOL,1,2027,1.0,S22,0.17,RE1,0.0,0.0
PWRSOL,SOL,1,2028,1.0,S22,0.17,RE1,0.0,0.0
PWRSOL,SOL,1,2029,1.0,S22,0.17,RE1,0.0,0.0
PWRSOL,SOL,1,2030,1.0,S22,0.17,RE1,0.0,0.0
PWRSOL,SOL,1,2031,1.0,S22,0.17,RE1,0.0,0.0
PWRSOL,SOL,1,2032,1.0,S22,0.17,RE1,0.0,0.0
PWRSOL,SOL,1,2033,1.0,S22,0.17,RE1,0.0,0.0
PWRSOL,SOL,1,2034,1.0,S22,0.17,RE1,0.0,0.0
PWRSOL,SOL,1,2035,1.0,S22,0.17,RE1,0.0,0.0
PWRTRN,ELC001,1,2020,1.1,S22,0.17,RE1,247.0588,46.2
PWRTRN,ELC001,1,2021,1.1,S22,0.17,RE1,254.4706,47.586
PWRTRN,ELC001,1,2022,1.1,S22,0.17,RE1,259.4118,48.51
PWRTRN,ELC001,1,2023,1.1,S22,0.17,RE1,266.8235,49.896
PWRTRN,ELC001,1,2024,1.1,S22,0.17,RE1,271.7647,50.82
PWRTRN,ELC001,1,2025,1.1,S22,0.17,RE1,279.1765,52.206
PWRTRN,ELC001,1,2026,1.1,S22,0.17,RE1,286.5882,53.592
PWRTRN,ELC001,1,2027,1.1,S22,0.17,RE1,294.0,54.978
PWRTRN,ELC001,1,2028,1.1,S22,0.17,RE1,301.4118,56.364
PWRTRN,ELC001,1,2029,1.1,S22,0.17,RE1,308.8235,57.75
PWRTRN,ELC001,1,2030,1.1,S22,0.17,RE1,316.2353,59.136
PWRTRN,ELC001,1,2031,1.1,S22,0.17,RE1,323.6471,60.522
PWRTRN,ELC001,1,2032,1.1,S22,0.17,RE1,331.0588,61.908
PWRTRN,ELC001,1,2033,1.1,S22,0.17,RE1,340.9412,63.756
PWRTRN,ELC001,1,2034,1.1,S22,0.17,RE1,348.3529,65.142
PWRTRN,ELC001,1,2035,1.1,S22,0.17,RE1,358.2353,66.99
PWRWND,WND,1,2020,1.0,S22,0.17,RE1,9.4608,1.6083
PWRWND,WND,1,2021,1.0,S22,0.17,RE1,9.4608,1.6083
PWRWND,WND,1,2022,1.0,S22,0.17,RE1,9.4608,1.6083
PWRWND,WND,1,2023,1.0,S22,0.17,RE1,9.4608,1.6083
PWRWND,WND,1,2024,1.0,S22,0.17,RE1,9.4608,1.6083
PWRWND,WND,1,2025,1.0,S22,0.17,RE1,9.4608,1.6083
PWRWND,WND,1,2026,1.0,S22,0.17,RE1,9.4608,1.6083
PWRWND,WND,1,2027,1.0,S22,0.17,RE1,15.924,2.7071
PWRWND,WND,1,2028,1.0,S22,0.17,RE1,24.0769,4.0931
PWRWND,WND,1,2029,1.0,S22,0.17,RE1,32.2299,5.4791
PWRWND,WND,1,2030,1.0,S22,0.17,RE1,57.3132,9.7432
PWRWND,WND,1,2031,1.0,S22,0.17,RE1,57.3132,9.7432
PWRWND,WND,1,2032,1.0,S22,0.17,RE1,59.1132,10.0492
PWRWND,WND,1,2033,1.0,S22,0.17,RE1,61.5132,10.4572
PWRWND,WND,1,2034,1.0,S22,0.17,RE1,63.3132,10.7632
PWRWND,WND,1,2035,1.0,S22,0.17,RE1,65.7132,11.1712
