r,t,l,y,RateOfTotalActivity
RE1,DEMPWRSURWAT,S11,2020,0.0
RE1,DEMPWRSURWAT,S11,2021,0.0
RE1,DEMPWRSURWAT,S11,2022,0.0
RE1,DEMPWRSURWAT,S11,2023,0.0
RE1,DEMPWRSURWAT,S11,2024,0.0
RE1,DEMPWRSURWAT,S11,2025,0.0
RE1,DEMPWRSURWAT,S11,2026,0.0
RE1,DEMPWRSURWAT,S11,2027,0.0
RE1,DEMPWRSURWAT,S11,2028,0.0
RE1,DEMPWRSURWAT,S11,2029,0.0
RE1,DEMPWRSURWAT,S11,2030,0.0
RE1,DEMPWRSURWAT,S11,2031,0.0
RE1,DEMPWRSURWAT,S11,2032,0.0
RE1,DEMPWRSURWAT,S11,2033,0.0
RE1,DEMPWRSURWAT,S11,2034,0.0
RE1,DEMPWRSURWAT,S11,2035,0.0
RE1,DEMPWRSURWAT,S12,2020,0.0
RE1,DEMPWRSURWAT,S12,2021,0.0
RE1,DEMPWRSURWAT,S12,2022,0.0
RE1,DEMPWRSURWAT,S12,2023,0.0
RE1,DEMPWRSURWAT,S12,2024,0.0
RE1,DEMPWRSURWAT,S12,2025,0.0
RE1,DEMPWRSURWAT,S12,2026,0.0
RE1,DEMPWRSURWAT,S12,2027,0.0
RE1,DEMPWRSURWAT,S12,2028,0.0
RE1,DEMPWRSURWAT,S12,2029,0.0
RE1,DEMPWRSURWAT,S12,2030,0.0
RE1,DEMPWRSURWAT,S12,2031,0.0
RE1,DEMPWRSURWAT,S12,2032,0.0
RE1,DEMPWRSURWAT,S12,2033,0.0
RE1,DEMPWRSURWAT,S12,2034,0.0
RE1,DEMPWRSURWAT,S12,2035,0.0
RE1,DEMPWRSURWAT,S21,2020,0.0
RE1,DEMPWRSURWAT,S21,2021,0.0
RE1,DEMPWRSURWAT,S21,2022,0.0
RE1,DEMPWRSURWAT,S21,2023,0.0
RE1,DEMPWRSURWAT,S21,2024,0.0
RE1,DEMPWRSURWAT,S21,2025,0.0
RE1,DEMPWRSURWAT,S21,2026,0.0
RE1,DEMPWRSURWAT,S21,2027,0.0
RE1,DEMPWRSURWAT,S21,2028,0.0
RE1,DEMPWRSURWAT,S21,2029,0.0
RE1,DEMPWRSURWAT,S21,2030,0.0
RE1,DEMPWRSURWAT,S21,2031,0.0
RE1,DEMPWRSURWAT,S21,2032,0.0
RE1,DEMPWRSURWAT,S21,2033,0.0
RE1,DEMPWRSURWAT,S21,2034,0.0
RE1,DEMPWRSURWAT,S21,2035,0.0
RE1,DEMPWRSURWAT,S22,2020,0.0
RE1,DEMPWRSURWAT,S22,2021,0.0
RE1,DEMPWRSURWAT,S22,2022,0.0
RE1,DEMPWRSURWAT,S22,2023,0.0
RE1,DEMPWRSURWAT,S22,2024,0.0
RE1,DEMPWRSURWAT,S22,2025,0.0
RE1,DEMPWRSURWAT,S22,2026,0.0
RE1,DEMPWRSURWAT,S22,2027,0.0
RE1,DEMPWRSURWAT,S22,2028,0.0
RE1,DEMPWRSURWAT,S22,2029,0.0
RE1,DEMPWRSURWAT,S22,2030,0.0
RE1,DEMPWRSURWAT,S22,2031,0.0
RE1,DEMPWRSURWAT,S22,2032,0.0
RE1,DEMPWRSURWAT,S22,2033,0.0
RE1,DEMPWRSURWAT,S22,2034,0.0
RE1,DEMPWRSURWAT,S22,2035,0.0
RE1,LNDBLT,S11,2020,9.901
RE1,LNDBLT,S11,2021,10.198
RE1,LNDBLT,S11,2022,10.4951
RE1,LNDBLT,S11,2023,10.7921
RE1,LNDBLT,S11,2024,11.1881
RE1,LNDBLT,S11,2025,11.4851
RE1,LNDBLT,S11,2026,11.7822
RE1,LNDBLT,S11,2027,12.1782
RE1,LNDBLT,S11,2028,12.5743
RE1,LNDBLT,S11,2029,12.8713
RE1,LNDBLT,S11,2030,13.2673
RE1,LNDBLT,S11,2031,13.6634
RE1,LNDBLT,S11,2032,14.1584
RE1,LNDBLT,S11,2033,14.5545
RE1,LNDBLT,S11,2034,14.9505
RE1,LNDBLT,S11,2035,15.4455
RE1,LNDBLT,S12,2020,9.901
RE1,LNDBLT,S12,2021,10.198
RE1,LNDBLT,S12,2022,10.4951
RE1,LNDBLT,S12,2023,10.7921
RE1,LNDBLT,S12,2024,11.1881
RE1,LNDBLT,S12,2025,11.4851
RE1,LNDBLT,S12,2026,11.7822
RE1,LNDBLT,S12,2027,12.1782
RE1,LNDBLT,S12,2028,12.5743
RE1,LNDBLT,S12,2029,12.8713
RE1,LNDBLT,S12,2030,13.2673
RE1,LNDBLT,S12,2031,13.6634
RE1,LNDBLT,S12,2032,14.1584
RE1,LNDBLT,S12,2033,14.5545
RE1,LNDBLT,S12,2034,14.9505
RE1,LNDBLT,S12,2035,15.4455
RE1,LNDBLT,S21,2020,9.901
RE1,LNDBLT,S21,2021,10.198
RE1,LNDBLT,S21,2022,10.4951
RE1,LNDBLT,S21,2023,10.7921
RE1,LNDBLT,S21,2024,11.1881
RE1,LNDBLT,S21,2025,11.4851
RE1,LNDBLT,S21,2026,11.7822
RE1,LNDBLT,S21,2027,12.1782
RE1,LNDBLT,S21,2028,12.5743
RE1,LNDBLT,S21,2029,12.8713
RE1,LNDBLT,S21,2030,13.2673
RE1,LNDBLT,S21,2031,13.6634
RE1,LNDBLT,S21,2032,14.1584
RE1,LNDBLT,S21,2033,14.5545
RE1,LNDBLT,S21,2034,14.9505
RE1,LNDBLT,S21,2035,15.4455
RE1,LNDBLT,S22,2020,9.901
RE1,LNDBLT,S22,2021,10.198
RE1,LNDBLT,S22,2022,10.4951
RE1,LNDBLT,S22,2023,10.7921
RE1,LNDBLT,S22,2024,11.1881
RE1,LNDBLT,S22,2025,11.4851
RE1,LNDBLT,S22,2026,11.7822
RE1,LNDBLT,S22,2027,12.1782
RE1,LNDBLT,S22,2028,12.5743
RE1,LNDBLT,S22,2029,12.8713
RE1,LNDBLT,S22,2030,13.2673
RE1,LNDBLT,S22,2031,13.6634
RE1,LNDBLT,S22,2032,14.1584
RE1,LNDBLT,S22,2033,14.5545
RE1,LNDBLT,S22,2034,14.9505
RE1,LNDBLT,S22,2035,15.4455
RE1,LNDFOR,S11,2020,173.2673
RE1,LNDFOR,S11,2021,170.9406
RE1,LNDFOR,S11,2022,168.7129
RE1,LNDFOR,S11,2023,166.2624
RE1,LNDFOR,S11,2024,163.7129
RE1,LNDFOR,S11,2025,156.3119
RE1,LNDFOR,S11,2026,153.7624
RE1,LNDFOR,S11,2027,151.1139
RE1,LNDFOR,S11,2028,148.3416
RE1,LNDFOR,S11,2029,145.5445
RE1,LNDFOR,S11,2030,142.7723
RE1,LNDFOR,S11,2031,139.7772
RE1,LNDFOR,S11,2032,136.7822
RE1,LNDFOR,S11,2033,133.6881
RE1,LNDFOR,S11,2034,130.5693
RE1,LNDFOR,S11,2035,127.3515
RE1,LNDFOR,S12,2020,173.2673
RE1,LNDFOR,S12,2021,170.9406
RE1,LNDFOR,S12,2022,168.7129
RE1,LNDFOR,S12,2023,166.2624
RE1,LNDFOR,S12,2024,163.7129
RE1,LNDFOR,S12,2025,156.3119
RE1,LNDFOR,S12,2026,153.7624
RE1,LNDFOR,S12,2027,151.1139
RE1,LNDFOR,S12,2028,148.3416
RE1,LNDFOR,S12,2029,145.5445
RE1,LNDFOR,S12,2030,142.7723
RE1,LNDFOR,S12,2031,139.7772
RE1,LNDFOR,S12,2032,136.7822
RE1,LNDFOR,S12,2033,133.6881
RE1,LNDFOR,S12,2034,130.5693
RE1,LNDFOR,S12,2035,127.3515
RE1,LNDFOR,S21,2020,173.2673
RE1,LNDFOR,S21,2021,170.9406
RE1,LNDFOR,S21,2022,168.7129
RE1,LNDFOR,S21,2023,166.2624
RE1,LNDFOR,S21,2024,163.7129
RE1,LNDFOR,S21,2025,156.3119
RE1,LNDFOR,S21,2026,153.7624
RE1,LNDFOR,S21,2027,151.1139
RE1,LNDFOR,S21,2028,148.3416
RE1,LNDFOR,S21,2029,145.5445
RE1,LNDFOR,S21,2030,142.7723
RE1,LNDFOR,S21,2031,139.7772
RE1,LNDFOR,S21,2032,136.7822
RE1,LNDFOR,S21,2033,133.6881
RE1,LNDFOR,S21,2034,130.5693
RE1,LNDFOR,S21,2035,127.3515
RE1,LNDFOR,S22,2020,173.2673
RE1,LNDFOR,S22,2021,170.9406
RE1,LNDFOR,S22,2022,168.7129
RE1,LNDFOR,S22,2023,166.2624
RE1,LNDFOR,S22,2024,163.7129
RE1,LNDFOR,S22,2025,156.3119
RE1,LNDFOR,S22,2026,153.7624
RE1,LNDFOR,S22,2027,151.1139
RE1,LNDFOR,S22,2028,148.3416
RE1,LNDFOR,S22,2029,145.5445
RE1,LNDFOR,S22,2030,142.7723
RE1,LNDFOR,S22,2031,139.7772
RE1,LNDFOR,S22,2032,136.7822
RE1,LNDFOR,S22,2033,133.6881
RE1,LNDFOR,S22,2034,130.5693
RE1,LNDFOR,S22,2035,127.3515
RE1,LNDMAIHI,S11,2020,0.0
RE1,LNDMAIHI,S11,2021,0.0
RE1,LNDMAIHI,S11,2022,0.0
RE1,LNDMAIHI,S11,2023,0.0
RE1,LNDMAIHI,S11,2024,0.0
RE1,LNDMAIHI,S11,2025,0.0
RE1,LNDMAIHI,S11,2026,0.0
RE1,LNDMAIHI,S11,2027,0.0
RE1,LNDMAIHI,S11,2028,0.0
RE1,LNDMAIHI,S11,2029,0.0
RE1,LNDMAIHI,S11,2030,0.0
RE1,LNDMAIHI,S11,2031,0.0
RE1,LNDMAIHI,S11,2032,0.0
RE1,LNDMAIHI,S11,2033,0.0
RE1,LNDMAIHI,S11,2034,0.0
RE1,LNDMAIHI,S11,2035,0.0
RE1,LNDMAIHI,S12,2020,0.0
RE1,LNDMAIHI,S12,2021,0.0
RE1,LNDMAIHI,S12,2022,0.0
RE1,LNDMAIHI,S12,2023,0.0
RE1,LNDMAIHI,S12,2024,0.0
RE1,LNDMAIHI,S12,2025,0.0
RE1,LNDMAIHI,S12,2026,0.0
RE1,LNDMAIHI,S12,2027,0.0
RE1,LNDMAIHI,S12,2028,0.0
RE1,LNDMAIHI,S12,2029,0.0
RE1,LNDMAIHI,S12,2030,0.0
RE1,LNDMAIHI,S12,2031,0.0
RE1,LNDMAIHI,S12,2032,0.0
RE1,LNDMAIHI,S12,2033,0.0
RE1,LNDMAIHI,S12,2034,0.0
RE1,LNDMAIHI,S12,2035,0.0
RE1,LNDMAIHI,S21,2020,0.0
RE1,LNDMAIHI,S21,2021,0.0
RE1,LNDMAIHI,S21,2022,0.0
RE1,LNDMAIHI,S21,2023,0.0
RE1,LNDMAIHI,S21,2024,0.0
RE1,LNDMAIHI,S21,2025,0.0
RE1,LNDMAIHI,S21,2026,0.0
RE1,LNDMAIHI,S21,2027,0.0
RE1,LNDMAIHI,S21,2028,0.0
RE1,LNDMAIHI,S21,2029,0.0
RE1,LNDMAIHI,S21,2030,0.0
RE1,LNDMAIHI,S21,2031,0.0
RE1,LNDMAIHI,S21,2032,0.0
RE1,LNDMAIHI,S21,2033,0.0
RE1,LNDMAIHI,S21,2034,0.0
RE1,LNDMAIHI,S21,2035,0.0
RE1,LNDMAIHI,S22,2020,0.0
RE1,LNDMAIHI,S22,2021,0.0
RE1,LNDMAIHI,S22,2022,0.0
RE1,LNDMAIHI,S22,2023,0.0
RE1,LNDMAIHI,S22,2024,0.0
RE1,LNDMAIHI,S22,2025,0.0
RE1,LNDMAIHI,S22,2026,0.0
RE1,LNDMAIHI,S22,2027,0.0
RE1,LNDMAIHI,S22,2028,0.0
RE1,LNDMAIHI,S22,2029,0.0
RE1,LNDMAIHI,S22,2030,0.0
RE1,LNDMAIHI,S22,2031,0.0
RE1,LNDMAIHI,S22,2032,0.0
RE1,LNDMAIHI,S22,2033,0.0
RE1,LNDMAIHI,S22,2034,0.0
RE1,LNDMAIHI,S22,2035,0.0
RE1,LNDMAIHR,S11,2020,49.505
RE1,LNDMAIHR,S11,2021,50.7426
RE1,LNDMAIHR,S11,2022,51.9802
RE1,LNDMAIHR,S11,2023,53.3416
RE1,LNDMAIHR,S11,2024,54.703
RE1,LNDMAIHR,S11,2025,56.0644
RE1,LNDMAIHR,S11,2026,57.4257
RE1,LNDMAIHR,S11,2027,58.7871
RE1,LNDMAIHR,S11,2028,60.2723
RE1,LNDMAIHR,S11,2029,61.8812
RE1,LNDMAIHR,S11,2030,63.3663
RE1,LNDMAIHR,S11,2031,64.9752
RE1,LNDMAIHR,S11,2032,66.5842
RE1,LNDMAIHR,S11,2033,68.1931
RE1,LNDMAIHR,S11,2034,69.9257
RE1,LNDMAIHR,S11,2035,71.6584
RE1,LNDMAIHR,S12,2020,49.505
RE1,LNDMAIHR,S12,2021,50.7426
RE1,LNDMAIHR,S12,2022,51.9802
RE1,LNDMAIHR,S12,2023,53.3416
RE1,LNDMAIHR,S12,2024,54.703
RE1,LNDMAIHR,S12,2025,56.0644
RE1,LNDMAIHR,S12,2026,57.4257
RE1,LNDMAIHR,S12,2027,58.7871
RE1,LNDMAIHR,S12,2028,60.2723
RE1,LNDMAIHR,S12,2029,61.8812
RE1,LNDMAIHR,S12,2030,63.3663
RE1,LNDMAIHR,S12,2031,64.9752
RE1,LNDMAIHR,S12,2032,66.5842
RE1,LNDMAIHR,S12,2033,68.1931
RE1,LNDMAIHR,S12,2034,69.9257
RE1,LNDMAIHR,S12,2035,71.6584
RE1,LNDMAIHR,S21,2020,49.505
RE1,LNDMAIHR,S21,2021,50.7426
RE1,LNDMAIHR,S21,2022,51.9802
RE1,LNDMAIHR,S21,2023,53.3416
RE1,LNDMAIHR,S21,2024,54.703
RE1,LNDMAIHR,S21,2025,56.0644
RE1,LNDMAIHR,S21,2026,57.4257
RE1,LNDMAIHR,S21,2027,58.7871
RE1,LNDMAIHR,S21,2028,60.2723
RE1,LNDMAIHR,S21,2029,61.8812
RE1,LNDMAIHR,S21,2030,63.3663
RE1,LNDMAIHR,S21,2031,64.9752
RE1,LNDMAIHR,S21,2032,66.5842
RE1,LNDMAIHR,S21,2033,68.1931
RE1,LNDMAIHR,S21,2034,69.9257
RE1,LNDMAIHR,S21,2035,71.6584
RE1,LNDMAIHR,S22,2020,49.505
RE1,LNDMAIHR,S22,2021,50.7426
RE1,LNDMAIHR,S22,2022,51.9802
RE1,LNDMAIHR,S22,2023,53.3416
RE1,LNDMAIHR,S22,2024,54.703
RE1,LNDMAIHR,S22,2025,56.0644
RE1,LNDMAIHR,S22,2026,57.4257
RE1,LNDMAIHR,S22,2027,58.7871
RE1,LNDMAIHR,S22,2028,60.2723
RE1,LNDMAIHR,S22,2029,61.8812
RE1,LNDMAIHR,S22,2030,63.3663
RE1,LNDMAIHR,S22,2031,64.9752
RE1,LNDMAIHR,S22,2032,66.5842
RE1,LNDMAIHR,S22,2033,68.1931
RE1,LNDMAIHR,S22,2034,69.9257
RE1,LNDMAIHR,S22,2035,71.6584
RE1,LNDRICHI,S11,2020,0.0
RE1,LNDRICHI,S11,2021,0.0
RE1,LNDRICHI,S11,2022,0.0
RE1,LNDRICHI,S11,2023,0.0
RE1,LNDRICHI,S11,2024,0.0
RE1,LNDRICHI,S11,2025,0.0
RE1,LNDRICHI,S11,2026,0.0
RE1,LNDRICHI,S11,2027,0.0
RE1,LNDRICHI,S11,2028,0.0
RE1,LNDRICHI,S11,2029,0.0
RE1,LNDRICHI,S11,2030,0.0
RE1,LNDRICHI,S11,2031,0.0
RE1,LNDRICHI,S11,2032,0.0
RE1,LNDRICHI,S11,2033,0.0
RE1,LNDRICHI,S11,2034,0.0
RE1,LNDRICHI,S11,2035,0.0
RE1,LNDRICHI,S12,2020,0.0
RE1,LNDRICHI,S12,2021,0.0
RE1,LNDRICHI,S12,2022,0.0
RE1,LNDRICHI,S12,2023,0.0
RE1,LNDRICHI,S12,2024,0.0
RE1,LNDRICHI,S12,2025,0.0
RE1,LNDRICHI,S12,2026,0.0
RE1,LNDRICHI,S12,2027,0.0
RE1,LNDRICHI,S12,2028,0.0
RE1,LNDRICHI,S12,2029,0.0
RE1,LNDRICHI,S12,2030,0.0
RE1,LNDRICHI,S12,2031,0.0
RE1,LNDRICHI,S12,2032,0.0
RE1,LNDRICHI,S12,2033,0.0
RE1,LNDRICHI,S12,2034,0.0
RE1,LNDRICHI,S12,2035,0.0
RE1,LNDRICHI,S21,2020,0.0
RE1,LNDRICHI,S21,2021,0.0
RE1,LNDRICHI,S21,2022,0.0
RE1,LNDRICHI,S21,2023,0.0
RE1,LNDRICHI,S21,2024,0.0
RE1,LNDRICHI,S21,2025,0.0
RE1,LNDRICHI,S21,2026,0.0
RE1,LNDRICHI,S21,2027,0.0
RE1,LNDRICHI,S21,2028,0.0
RE1,LNDRICHI,S21,2029,0.0
RE1,LNDRICHI,S21,2030,0.0
RE1,LNDRICHI,S21,2031,0.0
RE1,LNDRICHI,S21,2032,0.0
RE1,LNDRICHI,S21,2033,0.0
RE1,LNDRICHI,S21,2034,0.0
RE1,LNDRICHI,S21,2035,0.0
RE1,LNDRICHI,S22,2020,0.0
RE1,LNDRICHI,S22,2021,0.0
RE1,LNDRICHI,S22,2022,0.0
RE1,LNDRICHI,S22,2023,0.0
RE1,LNDRICHI,S22,2024,0.0
RE1,LNDRICHI,S22,2025,0.0
RE1,LNDRICHI,S22,2026,0.0
RE1,LNDRICHI,S22,2027,0.0
RE1,LNDRICHI,S22,2028,0.0
RE1,LNDRICHI,S22,2029,0.0
RE1,LNDRICHI,S22,2030,0.0
RE1,LNDRICHI,S22,2031,0.0
RE1,LNDRICHI,S22,2032,0.0
RE1,LNDRICHI,S22,2033,0.0
RE1,LNDRICHI,S22,2034,0.0
RE1,LNDRICHI,S22,2035,0.0
RE1,LNDRICHR,S11,2020,29.703
RE1,LNDRICHR,S11,2021,30.495
RE1,LNDRICHR,S11,2022,31.1881
RE1,LNDRICHR,S11,2023,31.9802
RE1,LNDRICHR,S11,2024,32.7723
RE1,LNDRICHR,S11,2025,33.5644
RE1,LNDRICHR,S11,2026,34.4554
RE1,LNDRICHR,S11,2027,35.3465
RE1,LNDRICHR,S11,2028,36.2376
RE1,LNDRICHR,S11,2029,37.1287
RE1,LNDRICHR,S11,2030,38.0198
RE1,LNDRICHR,S11,2031,39.0099
RE1,LNDRICHR,S11,2032,39.901
RE1,LNDRICHR,S11,2033,40.9901
RE1,LNDRICHR,S11,2034,41.9802
RE1,LNDRICHR,S11,2035,42.9703
RE1,LNDRICHR,S12,2020,29.703
RE1,LNDRICHR,S12,2021,30.495
RE1,LNDRICHR,S12,2022,31.1881
RE1,LNDRICHR,S12,2023,31.9802
RE1,LNDRICHR,S12,2024,32.7723
RE1,LNDRICHR,S12,2025,33.5644
RE1,LNDRICHR,S12,2026,34.4554
RE1,LNDRICHR,S12,2027,35.3465
RE1,LNDRICHR,S12,2028,36.2376
RE1,LNDRICHR,S12,2029,37.1287
RE1,LNDRICHR,S12,2030,38.0198
RE1,LNDRICHR,S12,2031,39.0099
RE1,LNDRICHR,S12,2032,39.901
RE1,LNDRICHR,S12,2033,40.9901
RE1,LNDRICHR,S12,2034,41.9802
RE1,LNDRICHR,S12,2035,42.9703
RE1,LNDRICHR,S21,2020,29.703
RE1,LNDRICHR,S21,2021,30.495
RE1,LNDRICHR,S21,2022,31.1881
RE1,LNDRICHR,S21,2023,31.9802
RE1,LNDRICHR,S21,2024,32.7723
RE1,LNDRICHR,S21,2025,33.5644
RE1,LNDRICHR,S21,2026,34.4554
RE1,LNDRICHR,S21,2027,35.3465
RE1,LNDRICHR,S21,2028,36.2376
RE1,LNDRICHR,S21,2029,37.1287
RE1,LNDRICHR,S21,2030,38.0198
RE1,LNDRICHR,S21,2031,39.0099
RE1,LNDRICHR,S21,2032,39.901
RE1,LNDRICHR,S21,2033,40.9901
RE1,LNDRICHR,S21,2034,41.9802
RE1,LNDRICHR,S21,2035,42.9703
RE1,LNDRICHR,S22,2020,29.703
RE1,LNDRICHR,S22,2021,30.495
